ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"91.106.90.134","elite","AS56503","IR","PJSC \"Badr Rayan Jonoob\"","109","Kimianet Bandar","4145","socks4","2301","1","2023-10-13T15:01:58.278Z","97","4165","4304"
"157.245.210.217","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","37864","socks4","161","1","2023-10-13T15:01:58.288Z","100","4359","4378"
"1.117.233.128","elite","AS45090","CN","China Internet Network Information Center","279","Tencent cloud computing (Beijing) Co., Ltd.","10800","socks5","5193","1","2023-10-13T15:01:58.346Z","84","3614","4287"
"152.32.215.158","elite","AS135377","HK","UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED","199","UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED","62235","socks5","4591","1","2023-10-13T15:01:58.349Z","24","1005","4275"
"213.136.82.183","elite","AS51167","DE","Contabo GmbH","89","Contabo GmbH","43052","socks5","4813","1","2023-10-13T15:01:58.437Z","89","3867","4349"
"35.230.154.184","elite","AS396982","GB","Google LLC","79","Google Cloud (europe-west2)","3128","socks4","4197","1","2023-10-13T15:01:58.350Z","75","3224","4320"
"27.191.60.153","elite","AS4134","CN","Chinanet","215","Chinanet HE","3256","socks4","4705","1","2023-10-13T15:01:58.277Z","78","3439","4381"
"103.94.133.90","elite","AS136128","ID","PT CITRA AKSES INDONUSA","181","PT CITRA AKSES INDONUSA","4153","socks4","5202","1","2023-10-13T15:01:58.190Z","97","4293","4406"
"198.37.103.71","elite","AS397373","US","H4Y Technologies LLC","193","H4Y Technologies LLC","62220","socks4","4301","1","2023-10-13T15:01:58.288Z","100","4361","4364"
"119.18.152.138","elite","AS55685","ID","PT. Jala Lintas Media","193","N/A","4145","socks4","4910","1","2023-10-13T15:01:58.189Z","99","4312","4338"
"103.86.1.22","elite","AS136371","IN","Airwir Technologies Private Limited","158","Airwir Technologies Private Limited","4145","socks4","4903","1","2023-10-13T15:01:54.750Z","100","4274","4277"
"188.165.231.180","elite","AS16276","FR","OVH SAS","5","OVH ISP","55654","socks4","5005","1","2023-10-13T15:01:54.855Z","100","4344","4344"
"93.171.224.53","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","54","PE TV and Radio Company Kentavr-TV","4153","socks4","2889","1","2023-10-13T15:01:51.145Z","99","4234","4260"
"23.227.38.198","elite","AS13335","CA","Cloudflare, Inc.","2","Shopify, Inc.","80","socks4","4688","1","2023-10-13T15:01:51.149Z","100","4371","4372"
"78.90.252.7","elite","AS20911","BG","Surf.net broadband Blgr","96","N/A","4153","socks4","4898","1","2023-10-13T15:01:51.148Z","100","4332","4350"
"186.211.96.97","elite","AS53062","BR","Ggnet Telecom Backbone","299","Ggnet Telecom Backbone","5678","socks4","4993","1","2023-10-13T15:01:51.143Z","99","4292","4315"
"118.174.52.122","elite","AS23969","TH","TOT Public Company Limited","197","TOT Public Company Limited","5678","socks4","5090","1","2023-10-13T15:01:51.155Z","50","2197","4416"
"103.140.88.250","elite","AS9875","ID","PT. Pasifik Satelit Nusantara","887","PT. Weharima Mandiri Utama","5678","socks4","786","1","2023-10-13T15:01:51.150Z","78","3423","4386"
"2.81.216.239","elite","AS3243","PT","PT Comunicacoes S.A","31","PT Comunicacoes S.A.","4153","socks4","2198","83","2023-10-13T15:01:48.575Z","100","4366","4377"
"176.122.117.12","elite","AS50581","UA","Ukrainian Telecommunication Group LLC","54","Ukraine telecommunication group Ltd","45806","socks4","795","1","2023-10-13T15:01:48.693Z","93","3985","4272"
"36.90.167.71","elite","AS7713","ID","PT. Telekomunikasi Indonesia","194","Telekomunikasi Indonesia","5678","socks4","700","1","2023-10-13T15:01:48.494Z","83","3557","4278"
"139.159.138.30","elite","AS55990","CN","Huawei Cloud Service data center","222","Huawei Cloud Service","7890","socks5","2899","1","2023-10-13T15:01:48.493Z","81","3521","4334"
"103.84.134.9","elite","AS136238","MV","SatLink Pvt Ltd","200","SatLink Pvt Ltd","1080","socks4","4602","1","2023-10-13T15:01:48.494Z","99","4332","4357"
"106.75.134.183","elite","AS136958","CN","UCLOUD","207","Shanghai UCloud Information Technology Company Limited","999","socks4","4698","1","2023-10-13T15:01:48.495Z","80","3430","4270"
"154.79.242.178","elite","AS36926","KE","Airtel KE Mobile & Fixed Internet","166","N/A","10801","socks4","5095","1","2023-10-13T15:01:47.537Z","93","4110","4420"
"178.212.49.64","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","82","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4105","1","2023-10-13T15:01:47.743Z","97","4186","4309"
"202.159.35.145","elite","AS9340","ID","PT IndoInternet","193","N/A","443","socks4","3308","1","2023-10-13T15:01:47.543Z","100","4305","4311"
"45.112.125.60","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","5091","82","2023-10-13T15:01:47.635Z","99","4348","4384"
"177.136.182.110","elite","AS263595","BR","ALB Internet & Informatica Ltda - ME","195","ALB Internet & Informatica Ltda - ME","5678","socks4","5093","1","2023-10-13T15:01:47.636Z","100","4317","4335"
"104.168.234.148","elite","AS54290","US","Hostwinds LLC.","138","Hostwinds LLC","3128","socks4","3096","1","2023-10-13T15:01:47.539Z","95","4104","4304"
"112.250.106.50","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","184","N/A","7302","socks5","2750","1","2023-10-13T15:01:47.740Z","86","3773","4375"
"103.47.93.236","elite","AS134058","IN","Broban Internet Services Pvt.ltd","159","Broban  PVT Ltd.","1080","socks4","4897","82","2023-10-13T15:01:47.542Z","99","4240","4273"
"103.58.74.2","elite","AS134204","BD","BUSINESSNETWORK","241","N/A","8080","socks4","4304","1","2023-10-13T15:01:47.742Z","97","4249","4378"
"43.225.163.209","elite","AS133001","IN","Airnet Cable And Datacom Pvt Ltd","125","AIRNETNETWORKS","4153","socks4","5014","2","2023-10-13T15:01:47.834Z","99","4323","4374"
"104.16.105.182","elite","AS13335","CA","Cloudflare, Inc.","84","Cloudflare, Inc.","80","socks4","2499","1","2023-10-13T15:01:43.046Z","100","4290","4291"
"103.214.112.238","elite","AS136052","ID","PT Cloud Hosting Indonesia","389","PT Denbe Anugerah Solusindo","32323","socks5","4698","2","2023-10-13T15:01:43.040Z","99","4142","4189"
"160.0.203.99","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","196","Herotel","1080","socks4","4797","1","2023-10-13T15:01:43.044Z","65","2789","4299"
"188.132.146.23","elite","AS207474","TR","Hatnet Bilgi iletisim Teknolojileri ve Ticaret Limited Sirketi","74","Hatnet Bilgi iletisim Teknolojileri ve Ticaret Limited Sirketi","1080","socks4","215","1","2023-10-13T15:01:39.554Z","83","3646","4367"
"85.113.7.98","elite","AS12997","KG","OJSC Kyrgyztelecom","190","N/A","5678","socks4","681","1","2023-10-13T15:01:39.450Z","91","3938","4338"
"195.154.43.221","elite","AS12876","FR","Online S.A.S.","2","ONLINE","33116","socks4","4813","1","2023-10-13T15:01:39.447Z","99","4344","4369"
"37.228.129.57","elite","AS200651","FI","Flokinet Ltd","99","FlokiNET Finland","22122","socks5","4802","1","2023-10-13T15:01:39.552Z","55","2437","4416"
"51.75.83.94","elite","AS16276","DE","OVH SAS","95","mizbandadehpardazi Mobinh","1080","socks5","2202","1","2023-10-13T15:01:39.555Z","76","3342","4387"
"123.121.130.241","elite","AS4808","CN","China Unicom Beijing Province Network","162","N/A","9999","socks4","4406","1","2023-10-13T15:01:39.538Z","82","3551","4308"
"131.221.64.152","elite","AS265798","AR","Level Seven SRL","253","Level Seven SRL","2350","socks4","1201","1","2023-10-13T15:01:38.882Z","90","3729","4156"
"67.43.42.117","elite","AS20473","US","The Constant Company, LLC","83","IPXO","8080","socks4","4412","1","2023-10-13T15:01:38.885Z","100","4251","4255"
"104.20.75.69","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks5","4997","1","2023-10-13T15:01:38.885Z","100","4286","4286"
"118.68.218.212","elite","AS18403","VN","FPT Telecom Company","192","FPTDYNAMICIP","8080","socks4","4911","1","2023-10-13T15:01:38.882Z","99","4294","4319"
"177.190.192.57","elite","AS262731","BR","Ctinet Solucoes EM Conectividade E Informatica LTD","198","Ctinet Solucoes EM Conectividade E Informatica LTD","61221","socks4","3894","1","2023-10-13T15:01:38.881Z","100","4310","4325"
"181.3.93.211","elite","AS7303","AR","Telecom Argentina S.A.","883","Telecom Personal Bs","1080","socks4","5095","1","2023-10-13T15:01:35.743Z","42","1801","4301"
"192.241.205.63","elite","AS14061","US","DigitalOcean, LLC","153","Digital Ocean","60092","socks5","5089","1","2023-10-13T15:01:35.933Z","100","4206","4208"
"114.5.196.210","elite","AS4761","ID","PT. INDOSAT Tbk","288","PT. INDOSAT Tbk","1081","socks4","1708","1","2023-10-13T15:01:35.834Z","74","3176","4307"
"182.53.96.140","elite","AS23969","TH","TOT Public Company Limited","187","TOT Public Company Limited","4153","socks4","4890","1","2023-10-13T15:01:35.751Z","99","4247","4272"
"183.89.97.96","elite","AS45629","TH","Triple T Broadband Public Company Limited","204","Triple T Broadband Public Company Limited","8080","socks4","5091","1","2023-10-13T15:01:35.746Z","97","4174","4299"
"202.150.1.87","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","185","VIETTEL (CAMBODIA) PTE., LTD","80","socks4","4186","1","2023-10-13T15:01:35.745Z","99","4201","4249"
"177.223.48.126","elite","AS263500","BR","Star Telecom S/A","191","Star Telecom S/A","52104","socks4","3010","2","2023-10-13T15:01:32.141Z","100","4359","4380"
"158.140.160.86","elite","AS63859","ID","MYREPUBLIC","201","N/A","10808","socks4","5197","1","2023-10-13T15:01:32.139Z","96","4183","4358"
"109.227.6.197","elite","AS12810","HR","Vipnet","80","N/A","4145","socks5","5095","1","2023-10-13T15:01:32.146Z","28","1188","4319"
"1.0.136.138","elite","AS23969","TH","TOT Public Company Limited","154","TOT Public Company Limited","4145","socks4","4903","1","2023-10-13T15:01:32.142Z","42","1793","4262"
"94.228.35.219","elite","AS31463","GB","4D Data Centres Ltd","11","4DDATACENTRES","80","socks4","5009","79","2023-10-13T15:01:32.247Z","100","4325","4325"
"89.218.152.146","elite","AS9198","KZ","JSC Kazakhtelecom","88","Tookorkem","1080","socks4","5190","1","2023-10-13T15:01:32.244Z","72","3138","4334"
"91.187.55.39","elite","AS34093","CZ","Nordic Telecom Regional s.r.o.","98","Kuznik","5678","socks4","1616","1","2023-10-13T15:01:32.147Z","99","4285","4342"
"186.251.255.253","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","295","Seanet Telecom Carazinho Eireli","31337","socks4","5004","1","2023-10-13T15:01:32.149Z","100","4266","4283"
"203.6.226.172","elite","AS58519","CN","Cloud Computing Corporation","296","Chinanet GD","8888","socks4","2383","1","2023-10-13T15:01:32.150Z","72","3151","4371"
"66.207.184.57","elite","AS7029","US","Windstream Communications LLC","80","Voce Telecom, LLC","5432","socks4","4500","1","2023-10-13T15:01:32.144Z","98","4175","4258"
"104.20.233.70","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4901","83","2023-10-13T15:01:29.374Z","100","4338","4340"
"177.70.66.49","elite","AS262544","BR","RazaoInfo Internet Ltda","282","RazaoInfo Internet Ltda","4145","socks4","5012","1","2023-10-13T15:01:29.286Z","99","4271","4293"
"104.19.235.10","elite","AS13335","CA","Cloudflare, Inc.","6","Cloudflare, Inc.","80","socks5","4987","1","2023-10-13T15:01:29.287Z","100","4301","4301"
"103.103.143.209","elite","AS136635","IN","G-max It Services Private Limited","205","G-max It Services Private Limited","5678","socks4","4998","2","2023-10-13T15:01:29.288Z","98","4156","4242"
"157.185.165.110","elite","AS54994","CA","Meteverse Limited.","94","Meteverse Limited","26589","socks5","5108","1","2023-10-13T15:01:28.440Z","100","4258","4260"
"138.97.0.66","elite","AS262346","BR","FP Telecomunicacoes Ltda","213","FP Telecomunicacoes Ltda","4145","socks4","4601","1","2023-10-13T15:01:28.442Z","81","3471","4311"
"103.47.93.252","elite","AS134058","IN","Broban Internet Services Pvt.ltd","195","Broban  PVT Ltd.","1080","socks4","4805","1","2023-10-13T15:01:28.441Z","99","4219","4245"
"176.31.226.57","elite","AS16276","FR","OVH SAS","5","OVH ISP","53499","socks5","563","1","2023-10-13T15:01:28.545Z","100","4376","4376"
"143.198.229.225","elite","AS14061","US","DigitalOcean, LLC","188","DigitalOcean, LLC","3240","socks4","1696","1","2023-10-13T15:01:28.438Z","88","3830","4350"
"173.245.252.206","elite","AS13428","US","Surf Air Wireless, LLC","99","Surf Air Wireless, LLC","54321","socks4","514","1","2023-10-13T15:01:20.438Z","100","4356","4364"
"185.46.10.13","elite","AS197695","RU","\"Domain names registrar REG.RU\", Ltd","89","Reg.Ru AG","1080","socks5","5098","1","2023-10-13T15:01:20.442Z","100","4223","4225"
"170.82.180.120","elite","AS266445","BR","SEA TELECOM LTDA","273","SEA TELECOM LTDA","4153","socks4","5002","82","2023-10-13T15:01:20.439Z","92","4025","4377"
"181.66.37.143","elite","AS6147","PE","Telefonica del Peru S.A.A.","293","Telefonica del Peru S.A.A","4153","socks4","5206","1","2023-10-13T15:01:18.588Z","57","2484","4340"
"178.254.168.130","elite","AS205570","US","Turkcell Internet","56","Turkcell Iletisim Hizmetleri","8730","socks4","4703","1","2023-10-13T15:01:18.987Z","82","3511","4271"
"103.221.228.50","elite","AS63747","VN","BUUDIENCP16","278","N/A","5678","socks4","2590","1","2023-10-13T15:01:18.592Z","99","4251","4284"
"80.53.84.14","elite","AS5617","PL","Orange Polska Spolka Akcyjna","84","Telekomunikacja Polska S.A.","8080","socks4","2902","1","2023-10-13T15:01:18.590Z","86","3646","4222"
"85.15.65.70","elite","AS34896","RU","Vostoktelecom","155","N/A","1080","socks5","3700","1","2023-10-13T15:01:18.591Z","79","3400","4293"
"186.97.198.18","elite","AS27831","CO","Colombia Móvil","165","Colombia Móvil","5678","socks4","3797","1","2023-10-13T15:01:18.589Z","98","4268","4360"
"94.28.14.70","elite","AS24588","RU","Enforta-KUR","92","N/A","4145","socks4","5106","1","2023-10-13T15:01:18.587Z","98","4296","4394"
"50.234.24.129","elite","AS7922","US","Comcast Cable Communications, LLC","101","Comcast Cable Communications, LLC","32100","socks4","4296","1","2023-10-13T15:01:18.589Z","100","4280","4280"
"65.108.58.243","elite","AS24940","FI","Hetzner Online GmbH","37","Hetzner Online GmbH","9050","socks4","302","1","2023-10-13T15:01:17.641Z","70","2982","4289"
"103.78.54.67","elite","AS135654","BD","Internet @ Home Limited","199","N/A","4153","socks4","4692","1","2023-10-13T15:01:17.642Z","94","4094","4366"
"93.126.56.30","elite","AS44375","IR","Asmanfaraz Sepahan Company (P.J.S)","98","Asmanfaraz Sepahan Isdp","4153","socks4","5007","91","2023-10-13T15:01:17.639Z","99","4352","4388"
"103.47.93.199","elite","AS134058","IN","Broban Internet Services Pvt.ltd","186","Broban  PVT Ltd.","13405","socks5","4283","1","2023-10-13T15:01:16.448Z","99","4356","4389"
"188.255.244.9","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","88","Orion Telekom Tim d.o.o.Beograd","1080","socks4","3407","1","2023-10-13T15:01:16.346Z","100","4244","4262"
"98.111.251.101","elite","AS701","US","Verizon Business","88","Verizon Business","1585","socks4","4601","1","2023-10-13T15:01:16.248Z","98","4176","4246"
"221.219.97.117","elite","AS4808","CN","China Unicom Beijing Province Network","192","N/A","1080","socks5","2307","1","2023-10-13T15:01:16.334Z","22","954","4355"
"218.91.158.230","elite","AS4134","CN","Chinanet","200","N/A","7302","socks5","4603","1","2023-10-13T15:01:16.251Z","85","3647","4302"
"43.157.46.9","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","16","Tencent Cloud Computing","443","socks5","4715","1","2023-10-13T15:01:16.642Z","34","1499","4387"
"177.38.5.230","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","199","FÁBIO MENDES DIAS LTDA ME","4153","socks5","4809","1","2023-10-13T15:01:16.541Z","89","3878","4335"
"179.191.12.97","elite","AS265440","BR","Telnet Sistemas e Comunicações","205","Telnet Sistemas e Comunicações","4153","socks4","4209","1","2023-10-13T15:01:16.439Z","97","4298","4415"
"202.70.80.153","elite","AS23752","NP","Nepal Telecommunications Corporation","148","Nepal Telecommunications Corporation","5678","socks4","5096","1","2023-10-13T15:01:16.249Z","97","4175","4302"
"54.39.46.86","elite","AS16276","CA","OVH SAS","92","OVH Hosting, Inc","3128","socks4","4903","1","2023-10-13T15:01:16.450Z","100","4269","4270"
"203.24.102.152","elite","AS209242","VG","Cloudflare London, LLC","86","Anaga Consulting Limited","80","socks4","4686","1","2023-10-13T15:01:16.434Z","100","4271","4271"
"177.107.32.149","elite","AS28329","BR","G8 NETWORKS LTDA","198","Macedo & Macedo Internet Ltda Me","4153","socks4","3602","1","2023-10-13T15:01:16.437Z","69","2993","4360"
"43.153.108.126","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","196","Tencent Cloud Computing","443","socks5","4394","1","2023-10-13T15:01:16.639Z","73","3171","4342"
"85.116.120.106","elite","AS12389","RU","JSC \"Uralsvyazinform\" Chelyabinsk","192","N/A","3629","socks4","1997","78","2023-10-13T15:01:16.438Z","80","3470","4323"
"116.58.232.187","elite","AS131090","TH","CAT-BB","293","N/A","4145","socks4","3805","1","2023-10-13T15:01:16.350Z","69","3004","4378"
"95.42.55.92","elite","AS8866","BG","BTC-BROADBAND","52","BTC Plc","4145","socks4","5094","1","2023-10-13T15:01:16.539Z","92","3940","4288"
"186.251.255.233","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","211","Seanet Telecom Carazinho Eireli","31337","socks4","5008","1","2023-10-13T15:01:16.345Z","99","4257","4280"
"181.13.142.45","elite","AS7303","AR","Telecom Argentina S.A.","237","Frigorifico Industrial Del Norte SA","5678","socks4","2791","1","2023-10-13T15:01:16.536Z","96","4164","4350"
"74.82.6.220","elite","AS36103","US","Hurricane Electric","183","Simi Offers LLC, EGIHosting","80","socks4","5091","1","2023-10-13T15:01:16.337Z","100","4337","4345"
"43.153.96.130","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","182","Tencent Cloud Computing","443","socks4","4607","1","2023-10-13T15:01:16.637Z","42","1803","4321"
"104.25.251.18","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4995","1","2023-10-13T15:01:16.335Z","100","4306","4307"
"99.56.147.242","elite","AS7018","US","AT&T Services, Inc.","184","Private Customer - AT&T Internet Services","7018","socks4","5092","1","2023-10-13T15:01:16.436Z","10","427","4212"
"180.246.79.160","elite","AS7713","ID","PT. TELKOM INDONESIA","199","N/A","8080","socks4","3700","1","2023-10-13T15:01:16.449Z","91","3928","4311"
"103.214.156.24","elite","AS135339","BD","Fuad Muhammad Shorfuddin","187","N/A","5678","socks4","5391","1","2023-10-13T15:01:16.643Z","88","3767","4297"
"104.17.2.81","elite","AS13335","US","Cloudflare, Inc.","3","Cloudflare, Inc.","104","socks5","611","1","2023-10-13T15:01:16.349Z","100","4185","4185"
"189.201.191.67","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","200","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","1214","80","2023-10-13T15:01:16.347Z","99","4349","4388"
"175.173.221.229","elite","AS4837","CN","China Unicom Liaoning Province Network","182","N/A","28643","socks4","4896","1","2023-10-13T15:01:16.339Z","62","2592","4177"
"70.32.26.22","elite","AS55293","US","A2 Hosting, Inc.","90","A2 Hosting, Inc.","36546","socks5","4703","1","2023-10-13T15:01:12.936Z","100","4312","4319"
"202.40.188.201","elite","AS23991","BD","Ranks ITT","164","Ranks ITT Ltd.","4145","socks4","5004","1","2023-10-13T15:01:12.849Z","100","4379","4398"
"213.149.103.132","elite","AS8585","ME","Crnogorski Telekom a.d.Podgorica","44","T ComServeri","56671","socks5","4904","1","2023-10-13T15:01:12.846Z","100","4353","4373"
"185.169.181.27","elite","AS34984","TR","Ates Dc","98","Ibrahim MALA trading as Ates Dc","4145","socks4","5001","1","2023-10-13T15:01:12.934Z","100","4331","4336"
"95.164.66.80","elite","AS39762","UA","VAK Ltd.","95","VAK Ltd","5678","socks4","5099","1","2023-10-13T15:01:12.938Z","96","4153","4344"
"187.95.82.57","elite","AS262696","BR","Turbonet Telecomunicações","194","Turbonet Telecomunicações","26269","socks5","3703","1","2023-10-13T15:01:12.838Z","99","4302","4331"
"89.237.32.161","elite","AS20485","RU","multi-origin SUTTK","298","N/A","20485","socks5","4694","1","2023-10-13T15:01:12.842Z","99","4279","4322"
"43.153.16.230","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","191","Tencent Cloud Computing","443","socks4","4297","1","2023-10-13T15:01:12.940Z","78","3369","4298"
"147.139.133.15","elite","AS45102","ID","Alibaba.com LLC","162","ALICLOUD-ID","61524","socks5","1157","1","2023-10-13T15:01:12.835Z","100","4317","4324"
"103.90.231.93","elite","AS150698","VN","ONETIDC","189","Onet IDC Company","40797","socks5","5192","1","2023-10-13T15:01:12.937Z","98","4300","4374"
"176.115.14.32","elite","AS58350","PL","PHU Classcom Sp. z o.o.","40","PHU Classcom Sp. z o.o","5678","socks4","2097","1","2023-10-13T15:01:12.942Z","100","4382","4399"
"114.99.11.217","elite","AS4134","CN","Chinanet","241","Chinanet AH","8004","socks4","4597","1","2023-10-13T15:01:12.844Z","59","2563","4379"
"103.135.248.43","elite","AS906","HK","DMIT Cloud Services","186","N/A","18880","socks5","2391","1","2023-10-13T15:01:12.939Z","60","2589","4281"
"166.62.85.224","elite","AS398101","US","GoDaddy.com, LLC","140","GoDaddy.com, LLC","61760","socks4","5194","3","2023-10-13T15:01:12.839Z","100","4400","4402"
"171.232.74.46","elite","AS7552","VN","Viettel Corporation","391","VIETEL","4005","socks4","4995","1","2023-10-13T15:01:12.847Z","92","3936","4281"
"101.43.156.158","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","168","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","4706","1","2023-10-13T15:01:09.085Z","59","2535","4319"
"43.134.230.122","elite","AS132203","SG","Aceville Pte.ltd","388","N/A","443","socks4","4799","1","2023-10-13T15:01:08.690Z","87","3807","4361"
"104.25.87.42","elite","AS13335","CA","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks4","4797","1","2023-10-13T15:01:08.692Z","100","4274","4274"
"182.107.179.225","elite","AS4134","CN","Chinanet","225","Chinanet JX","30001","socks4","4515","2","2023-10-13T15:01:08.690Z","22","938","4221"
"85.99.122.164","elite","AS47331","TR","TurkTelecom","60","Turk Telekomunikasyon A.S","4153","socks4","5200","1","2023-10-13T15:01:08.694Z","100","4346","4350"
"104.19.109.209","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4895","1","2023-10-13T15:01:08.689Z","100","4238","4238"
"88.255.217.48","elite","AS9121","TR","TurkTelekom","70","N/A","1080","socks4","4392","1","2023-10-13T15:01:08.775Z","19","802","4327"
"34.64.4.99","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","251","Google LLC","80","socks5","3603","1","2023-10-13T15:00:58.989Z","100","4265","4265"
"103.66.232.5","elite","AS134014","IN","NET 4 U SERVICES","140","N/A","4145","socks4","4897","2","2023-10-13T15:00:49.286Z","99","4263","4307"
"202.153.91.165","elite","AS24077","HK","Telekom Malaysia (Hong Kong) Ltd.","208","Telekom Malaysia (Hong Kong) Ltd","1080","socks4","4611","1","2023-10-13T15:00:49.287Z","99","4274","4314"
"77.240.99.166","elite","AS42189","CZ","EUROSIGNAL","91","N/A","4145","socks4","4897","1","2023-10-13T15:00:38.279Z","100","4383","4387"
"46.200.72.130","elite","AS6849","UA","UKRTELECOM","83","JSC Ukrtelecom","5678","socks4","3798","1","2023-10-13T15:00:38.977Z","96","4085","4256"
"1.0.0.84","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks4","4793","1","2023-10-13T15:00:38.086Z","100","4348","4348"
"149.20.253.47","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4896","1","2023-10-13T15:00:38.976Z","100","4356","4363"
"102.64.116.97","elite","AS328500","CG","A.M.C Telecom","199","A.M.C Telecom","4145","socks4","4993","1","2023-10-13T15:00:38.281Z","99","4296","4356"
"173.230.147.173","elite","AS63949","US","Akamai Technologies, Inc.","193","Linode","19527","socks4","4505","1","2023-10-13T15:00:18.277Z","100","4375","4379"
"177.38.5.192","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","203","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4890","1","2023-10-13T15:00:18.275Z","94","4066","4344"
"37.221.67.62","elite","AS200019","MD","Alexhost SRL","86","Alexhost SRL","5555","socks4","3893","1","2023-10-13T15:00:08.781Z","92","3944","4297"
"89.31.143.12","elite","AS15598","DE","United Domains via IP Exchange GmbH","102","united-domains AG","80","socks4","1310","1","2023-10-13T15:00:08.675Z","100","4309","4309"
"101.51.105.2","elite","AS23969","TH","TOT Public Company Limited","189","TOT Public Company Limited","4145","socks4","4396","1","2023-10-13T15:00:08.782Z","39","1706","4322"
"125.26.22.7","elite","AS23969","TH","TOT Public Company Limited","183","TOT Public Company Limited","5678","socks4","5185","1","2023-10-13T15:00:08.594Z","86","3755","4345"
"181.115.36.148","elite","AS14754","HN","Telgua","145","SERCOM de Honduras","5678","socks4","4591","1","2023-10-13T15:00:08.676Z","94","4048","4308"
"103.94.133.94","elite","AS136128","ID","PT CITRA AKSES INDONUSA","165","PT CITRA AKSES INDONUSA","4153","socks5","4802","1","2023-10-13T15:00:08.674Z","98","4205","4272"
"200.77.186.181","elite","AS61444","CL","Enlaces Regionales de Chile S.A.","302","Enlaces Regionales de Chile S.A","4145","socks5","4811","1","2023-10-13T15:00:08.594Z","99","4344","4380"
"118.174.209.56","elite","AS23969","TH","TOT Public Company Limited","151","TOT Public Company Limited","4145","socks4","4911","1","2023-10-13T15:00:08.592Z","53","2304","4346"
"110.78.149.12","elite","AS131090","TH","CAT-BB","254","N/A","4145","socks4","3987","1","2023-10-13T14:59:58.488Z","69","3004","4383"
"185.32.44.222","elite","AS200154","AZ","Izone LLC","98","Izone LLC","4153","socks4","4794","1","2023-10-13T14:59:58.485Z","99","4215","4258"
"177.46.198.115","elite","AS28166","BR","Telecom South America S/A","188","Telecom South America S/A","8080","socks5","4994","85","2023-10-13T14:59:58.487Z","98","4198","4270"
"172.67.53.215","elite","AS13335","CA","Cloudflare, Inc.","18","Cloudflare, Inc.","80","socks4","4798","1","2023-10-13T14:59:58.489Z","100","4275","4275"
"116.58.239.205","elite","AS131090","TH","CAT-BB","281","N/A","4145","socks4","3599","1","2023-10-13T14:59:58.486Z","80","3476","4336"
"203.24.109.26","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","191","1","2023-10-13T14:59:58.490Z","100","4255","4255"
"202.124.43.250","elite","AS9902","KH","NeocomISP Limited","187","NeocomISP Limited","4145","socks4","5004","1","2023-10-13T14:59:58.483Z","99","4298","4325"
"185.236.46.221","elite","AS50115","UA","TELECOMTRADE","52","N/A","5678","socks4","4613","1","2023-10-13T14:59:58.486Z","92","4048","4400"
"116.58.232.126","elite","AS131090","TH","CAT-BB","292","N/A","4145","socks4","4407","1","2023-10-13T14:59:48.686Z","63","2757","4359"
"110.34.166.186","elite","AS45652","SG","VPLS, Inc.","319","Vpls Sin1","4153","socks4","3393","1","2023-10-13T14:59:48.683Z","99","4306","4360"
